BLOCK	UNIT	HHSIZE	HHPERA	HHPERB1	HHPERB2	HHPERD1	HHPERD2	HHPERE1	HHPERE2	HHPERF1	HHPERF2	HHPERG1	HHPERG2	HHPERH1	HHPERH2	NUEMPNIH	NUIRH	EMPINCH	INVSTH	GOVINCH	OTINCH	TOTINCH	DTYPEH	BUILTH	TENURH	MORGH	ROOMH	BROOMH	VALUEH	GROSRTH	OMPH	HMAGE	HMSEX	HMMTN	HMHLOS	HMOCC91	HMLFACT	HMWKSWK	HMEMPIN	SHMAGE	SHMSEX	SHMMTN	SHMHLOS	SHMOCC91	SHMLFACT	SHMWKSWK	SHMEMPIN
17	3	5	0	0	0	0	1	1	2	0	0	0	0	1	0	3	4	88952	2600	9669	0	101221	1	5	1	2	8	5	403000	.	175	2	2	1	2	10	1	50	41787	.	.	.	.	.	.	.	.
17	4	3	0	0	1	0	0	1	1	0	0	0	0	0	0	2	2	91000	0	3304	0	94304	6	5	1	1	7	3	160000	.	811	2	1	1	5	3	1	52	70400	4	2	1	5	3	1	48	23904
17	5	5	0	3	0	0	0	1	1	0	0	0	0	0	0	2	2	90000	900	1200	0	92100	1	6	1	1	10	4	250000	.	2218	2	2	1	6	2	1	52	40450	4	1	1	7	3	1	52	51650
17	6	4	0	0	0	0	0	1	2	1	0	0	0	0	0	4	4	90434	0	10716	0	101150	1	3	1	1	8	3	359000	.	1267	5	1	1	5	7	1	52	28100	2	2	1	7	4	1	41	26128
17	7	4	0	1	1	0	0	1	1	0	0	0	0	0	0	2	2	90000	0	800	0	90800	1	7	1	2	7	3	125000	.	533	4	1	1	7	4	1	52	70800	1	2	1	6	11	1	52	20000
17	8	4	0	0	0	2	0	1	1	0	0	0	0	0	0	4	4	90000	0	0	0	90000	1	5	1	1	5	3	170000	.	869	4	1	3	6	14	1	52	47000	1	2	3	2	11	2	40	41000
18	1	3	0	0	0	0	0	1	1	0	1	0	0	0	0	2	2	90000	0	0	0	90000	1	7	1	1	8	5	405000	.	2218	2	1	3	7	2	1	52	50000	1	2	1	3	10	1	52	40000
18	2	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	79050	9796	0	0	88846	1	3	1	2	9	4	431000	.	233	5	1	2	5	9	1	50	44423	2	2	3	5	7	1	50	44423
18	3	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	83545	5152	0	0	88697	1	2	1	2	8	2	454000	.	124	3	1	1	7	5	1	52	56598	1	2	1	4	10	1	52	32099
18	4	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	88445	4148	0	92593	1	7	1	2	10	5	375000	.	537	5	2	3	3	.	13	.	55323	.	.	.	.	.	.	.	.
18	5	3	1	0	0	0	0	1	1	0	0	0	0	0	0	2	2	88000	0	400	0	88400	6	5	1	1	7	3	135000	.	1111	3	1	1	5	6	1	52	44400	1	2	1	5	2	1	52	44000
18	6	4	0	0	0	1	0	1	1	1	0	0	0	0	0	3	3	88000	0	0	0	88000	1	5	1	2	10	5	359000	.	167	5	1	3	1	10	1	52	30000	1	2	3	1	.	13	.	0
18	7	5	0	0	2	0	1	1	1	0	0	0	0	0	0	3	3	72600	15000	1200	0	88800	1	2	1	1	10	5	180000	.	833	4	1	3	5	9	1	40	85200	2	2	3	5	8	1	10	3000
18	8	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	87000	0	0	0	87000	6	7	1	1	7	3	220000	.	793	2	1	3	6	11	1	48	35000	4	2	3	7	4	1	44	52000
19	1	3	0	0	0	0	0	1	1	0	0	0	0	0	1	3	3	66099	20753	8419	1077	96348	4	7	2	.	9	4	.	995	.	2	2	1	4	2	1	52	35000	1	1	1	7	3	1	52	30000
19	2	6	0	1	1	1	1	1	1	0	0	0	0	0	0	4	4	86111	572	800	0	87483	1	5	1	2	9	4	289000	.	299	4	2	1	3	7	1	52	24279	1	1	1	6	9	2	52	43509
19	3	4	0	1	1	0	0	1	1	0	0	0	0	0	0	3	3	86229	338	2048	0	88615	1	5	1	1	10	4	280000	.	819	3	1	1	7	2	1	52	59809	1	2	1	3	10	1	50	25975
19	4	4	1	0	1	0	0	1	1	0	0	0	0	0	0	2	2	71000	15134	6594	0	92728	1	2	1	2	10	4	449000	.	200	3	1	3	5	4	1	45	82228	1	2	1	3	13	11	20	10500
19	5	3	0	0	0	1	0	1	1	0	0	0	0	0	0	3	3	75433	10595	0	0	86028	1	3	1	2	8	3	378000	.	406	4	1	3	5	4	1	52	50618	1	2	3	5	7	1	52	31959
19	6	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	80000	6000	0	0	86000	2	4	2	.	3	1	.	1006	.	3	1	3	7	3	1	52	65000	2	2	1	7	3	1	48	21000
19	7	3	0	1	0	0	0	1	1	0	0	0	0	0	0	2	3	85803	54	400	0	86257	1	7	1	1	9	3	235000	.	1219	3	1	1	7	2	1	52	85053	1	2	1	2	7	1	0	54
19	8	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	84500	1000	0	0	85500	1	5	1	1	7	3	230000	.	1104	4	1	3	5	12	1	52	55000	1	2	3	5	10	1	52	30500
20	1	3	0	0	0	0	0	2	1	0	0	0	0	0	0	3	3	80500	4920	1653	0	87073	1	5	1	2	7	4	416000	.	308	4	1	3	6	10	1	52	39250	1	2	3	6	14	1	52	35000
20	2	2	0	0	0	0	0	0	1	1	0	0	0	0	0	1	2	62770	22550	0	0	85320	1	7	1	2	10	4	265000	.	414	5	1	3	5	7	1	52	73370	1	2	3	2	.	13	.	11950
20	3	8	1	2	1	0	0	2	2	0	0	0	0	0	0	3	3	85148	0	20400	0	105548	1	8	1	1	10	5	200000	.	1600	3	1	3	5	9	1	42	60600	2	2	3	3	13	1	25	22800
20	4	3	0	0	0	1	0	1	1	0	0	0	0	0	0	2	2	45899	39212	12392	0	97503	1	5	1	2	9	4	250000	.	355	4	1	1	7	5	1	52	89491	1	2	1	3	.	13	.	0
20	5	4	0	1	1	0	0	1	1	0	0	0	0	0	0	2	2	85000	0	800	0	85800	1	4	1	1	10	3	180000	.	2218	3	1	1	3	12	1	52	45800	2	2	1	3	9	1	52	40000
20	6	6	0	0	1	3	1	0	0	0	0	0	0	0	0	5	5	84371	65	755	500	85691	1	3	2	.	9	4	.	1115	.	1	2	1	5	3	2	52	31542	1	1	1	5	8	1	52	18427
20	7	4	1	0	1	0	0	1	1	0	0	0	0	0	0	2	2	84320	0	800	0	85120	1	2	1	1	5	2	200000	.	1435	3	1	1	7	3	1	48	84800	1	2	1	7	3	1	8	320
20	8	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	84000	0	0	0	84000	5	1	1	1	9	3	250000	.	2218	3	1	1	7	4	1	52	63000	1	2	1	7	2	1	52	21000
21	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	83850	19848	16302	120000	2	7	1	2	4	2	457000	.	646	6	2	1	3	.	13	.	120000	.	.	.	.	.	.	.	.
21	2	3	0	0	0	2	0	0	1	0	0	0	0	0	0	3	3	77569	5954	4370	0	87893	1	4	1	1	8	4	170000	.	1160	3	2	1	7	2	1	52	56000	.	.	.	.	.	.	.	.
21	3	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	79000	4514	0	0	83514	1	5	1	2	8	3	200000	.	245	3	1	1	3	2	1	48	46169	1	2	1	3	7	1	50	37345
21	4	4	0	0	2	0	0	1	1	0	0	0	0	0	0	2	2	73368	9966	800	0	84134	1	7	1	2	10	5	438000	.	450	3	1	1	5	3	1	52	54855	1	2	1	6	13	1	50	29279
21	5	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	82417	784	0	0	83201	1	5	1	2	7	3	225000	.	303	4	1	1	7	3	1	52	50546	1	2	1	3	10	1	52	32655
21	6	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	82002	1078	0	0	83080	1	7	1	1	6	2	437000	.	967	3	2	1	7	3	2	52	50814	1	1	1	7	3	1	52	32266
21	7	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	83000	0	0	0	83000	1	5	1	2	10	4	368000	.	387	4	1	1	7	2	1	52	55000	2	2	1	3	7	1	52	28000
21	8	6	0	3	0	0	0	2	1	0	0	0	0	0	0	3	3	83000	0	1200	970	85170	1	3	2	.	6	3	.	1042	.	3	2	3	5	14	1	33	22000	1	1	3	5	12	2	49	55200
22	1	5	2	0	0	0	0	1	1	0	0	0	0	0	1	2	3	80000	3000	10489	0	93489	1	5	1	2	10	4	260000	.	200	3	1	3	5	2	1	52	41400	1	2	3	7	2	1	52	41000
22	2	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	82400	320	0	0	82720	1	7	1	1	10	3	200000	.	1411	2	2	1	7	3	1	52	38200	1	1	1	7	2	1	52	44520
22	3	4	0	0	0	1	1	1	1	0	0	0	0	0	0	4	4	80567	1730	233	0	82530	1	5	1	1	10	4	210000	.	788	4	1	1	5	12	1	52	40362	2	2	1	3	10	1	52	30868
22	4	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	82116	15747	4751	102614	1	2	1	2	4	2	153000	.	235	8	1	1	1	.	13	.	24228	1	2	1	3	.	13	.	78386
22	5	4	0	2	0	0	0	1	1	0	0	0	0	0	0	2	2	82000	0	800	0	82800	1	6	1	1	10	4	285000	.	1312	3	1	1	5	3	1	52	75800	1	2	1	5	11	1	43	7000
22	6	5	1	2	0	0	0	1	1	0	0	0	0	0	0	2	2	81035	751	1200	0	82986	1	5	1	1	10	5	250000	.	1348	3	1	1	7	2	1	52	79922	1	2	3	7	10	1	25	3064
22	7	4	2	0	0	0	0	1	1	0	0	0	0	0	0	2	2	78956	2324	800	0	82080	1	5	1	1	9	3	175000	.	930	3	1	1	3	9	1	47	39384	1	2	2	3	10	1	47	42696
22	8	5	0	1	2	0	0	1	1	0	0	0	0	0	0	2	2	81051	0	1423	0	82474	1	4	1	1	9	4	365000	.	855	3	1	1	7	3	1	52	57700	1	2	1	7	7	1	25	24774
23	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	80000	1000	3000	0	84000	1	3	1	1	7	3	130000	.	1188	2	1	1	5	9	1	50	55500	1	2	1	5	11	1	50	28500
23	2	4	0	1	1	0	0	1	1	0	0	0	0	0	0	2	2	80977	0	800	0	81777	1	5	1	2	10	4	250000	.	296	3	1	1	5	6	1	52	54777	1	2	1	5	8	5	20	27000
23	3	4	2	0	0	0	0	1	1	0	0	0	0	0	0	2	2	80079	60	400	0	80539	1	5	1	1	9	3	190000	.	1394	2	2	1	4	5	2	52	30139	1	1	1	4	2	1	52	50400
23	4	4	0	1	1	0	0	1	1	0	0	0	0	0	0	2	2	68607	11502	800	5850	86759	1	5	1	1	10	4	200000	.	2218	4	1	1	7	3	1	52	46800	2	2	3	7	3	1	52	39959
23	5	5	1	2	0	0	0	1	1	0	0	0	0	0	0	1	1	80000	0	1200	0	81200	1	6	1	1	10	4	260000	.	2218	3	1	1	3	2	1	52	81200	1	2	1	5	3	1	0	0
23	6	4	0	2	0	0	0	1	1	0	0	0	0	0	0	2	2	80000	0	800	0	80800	1	5	1	2	9	5	270000	.	258	3	1	3	5	3	1	48	60800	1	2	3	3	10	1	48	20000
23	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	80000	0	0	0	80000	2	5	1	2	4	1	169000	.	262	3	2	1	7	3	1	52	80000	.	.	.	.	.	.	.	.
23	8	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	80000	0	0	0	80000	2	4	2	.	6	2	.	940	.	4	2	1	5	2	1	52	80000	.	.	.	.	.	.	.	.
24	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	80000	0	0	0	80000	1	2	1	1	10	4	370000	.	2218	2	1	1	7	2	1	52	40000	1	2	1	7	3	1	52	40000
24	2	3	1	0	0	0	0	1	1	0	0	0	0	0	0	2	2	80000	0	400	0	80400	1	5	1	1	10	4	175000	.	900	2	1	1	3	2	1	52	60400	1	2	1	3	10	1	52	20000
24	3	2	0	0	0	0	0	0	1	1	0	0	0	0	0	2	2	80000	0	0	0	80000	1	4	1	2	2	0	280000	.	312	5	1	3	3	2	1	48	50000	1	2	1	5	3	1	30	30000
24	4	4	0	0	0	0	0	2	0	0	0	1	1	0	0	3	4	74400	5000	12000	22000	113400	1	1	1	2	6	3	250000	.	381	6	1	3	5	.	13	.	12000	1	2	3	5	10	1	52	36400
24	5	3	0	0	0	0	1	1	1	0	0	0	0	0	0	3	3	69000	10350	0	0	79350	1	4	1	2	7	3	400000	.	285	5	1	1	5	12	1	52	45000	2	2	1	7	11	1	48	15000
24	6	5	0	2	0	1	0	1	1	0	0	0	0	0	0	4	4	79250	0	800	0	80050	1	5	1	1	8	4	200000	.	1075	4	1	3	3	2	1	52	45800	1	2	3	3	11	1	52	15000
24	7	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	73195	6033	7496	7651	94375	1	2	1	2	8	3	416000	.	323	7	2	1	7	.	13	.	94375	.	.	.	.	.	.	.	.
24	8	4	0	1	1	0	0	1	1	0	0	0	0	0	0	2	2	77000	2054	800	0	79854	1	7	1	2	9	3	180000	.	333	3	1	1	5	9	1	52	58254	1	2	1	6	7	1	52	21600
25	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	72000	7000	0	0	79000	1	7	1	2	7	3	250000	.	308	4	1	3	7	8	1	46	79000	3	2	1	4	.	13	.	0
25	2	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	79000	0	2268	0	81268	1	7	1	1	10	3	180000	.	1583	2	2	1	7	3	1	30	10812	1	1	1	4	8	1	45	70456
25	3	3	0	0	1	0	0	1	1	0	0	0	0	0	0	2	2	79000	0	400	0	79400	1	7	1	1	8	4	212000	.	1200	2	2	1	7	3	1	52	45400	4	1	2	7	2	1	52	34000
25	4	4	0	1	1	0	0	1	1	0	0	0	0	0	0	2	2	79000	0	1800	0	80800	1	5	1	1	10	5	436000	.	2218	3	1	1	5	4	1	49	48800	1	2	1	7	10	1	52	32000
25	5	5	0	2	1	0	0	1	1	0	0	0	0	0	0	3	3	78600	0	1200	0	79800	1	4	1	1	10	4	140000	.	1408	3	1	1	5	9	1	52	45200	1	2	1	5	3	1	52	32000
25	6	5	0	1	0	2	0	1	1	0	0	0	0	0	0	5	5	76700	1750	1082	0	79532	1	4	1	1	10	4	200000	.	829	3	1	1	3	12	1	52	41482	1	2	1	2	2	1	40	5600
25	7	3	0	0	0	0	0	1	1	0	0	0	0	0	1	2	3	56117	22000	8000	0	86117	1	2	1	2	5	2	100000	.	233	7	2	1	3	.	13	.	30000	.	.	.	.	.	.	.	.
25	8	4	2	0	0	0	0	1	1	0	0	0	0	0	0	2	2	78000	0	400	0	78400	1	7	1	1	10	3	230000	.	1512	2	1	1	7	3	1	52	41400	1	2	1	7	3	2	52	37000
26	1	4	0	0	1	1	0	1	1	0	0	0	0	0	0	1	1	76708	567	800	0	78075	1	5	1	2	8	4	250000	.	249	3	1	3	1	9	1	40	78075	1	2	3	1	.	13	.	0
26	2	4	0	0	1	1	0	1	1	0	0	0	0	0	0	3	3	77000	200	400	0	77600	1	5	1	2	7	3	150000	.	260	3	1	1	3	2	1	52	37600	1	2	1	3	13	1	52	35000
26	3	4	0	2	0	0	0	1	1	0	0	0	0	0	0	2	2	74600	2585	800	0	77985	1	2	1	2	6	3	386000	.	500	4	1	1	2	3	1	52	7407	1	2	1	6	5	1	52	70578
26	4	3	0	0	0	2	0	0	1	0	0	0	0	0	0	3	3	76600	150	900	0	77650	1	5	1	1	6	3	230000	.	2218	4	2	1	7	3	1	52	59000	.	.	.	.	.	.	.	.
26	5	4	0	2	0	0	0	1	1	0	0	0	0	0	0	1	2	75960	599	800	0	77359	1	4	1	1	10	3	220000	.	1252	3	1	1	5	2	1	52	76760	1	2	1	7	.	13	.	599
26	6	4	0	0	2	0	0	1	1	0	0	0	0	0	0	2	2	76427	71	2624	0	79122	4	3	2	.	8	4	.	849	.	3	1	1	2	9	2	49	53308	1	2	1	4	7	1	52	25814
26	7	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	67225	9195	676	0	77096	1	4	1	2	9	3	200000	.	223	4	1	2	3	9	1	52	46822	1	2	1	3	7	1	40	30274
26	8	3	0	0	0	1	0	0	0	1	1	0	0	0	0	3	3	66990	9238	0	0	76228	2	6	2	.	4	2	.	910	.	5	2	1	5	7	1	34	22866	1	1	1	5	4	1	52	36456
27	1	4	2	0	0	0	0	1	1	0	0	0	0	0	0	2	2	72000	4200	800	0	77000	1	5	1	2	7	3	160000	.	292	3	2	3	5	2	1	50	27200	2	1	3	3	12	1	50	49800
27	2	3	0	0	0	0	0	2	1	0	0	0	0	0	0	2	2	77010	-861	0	0	76149	1	4	1	2	8	4	250000	.	270	4	1	1	3	7	1	52	52461	1	2	1	2	.	13	.	0
27	3	2	0	0	0	0	1	0	1	0	0	0	0	0	0	2	2	76000	0	0	0	76000	1	7	1	1	7	3	225000	.	1589	4	2	1	4	8	1	52	69000	.	.	.	.	.	.	.	.
27	4	3	0	1	0	0	0	0	1	0	0	0	1	0	0	2	3	76000	0	10069	0	86069	1	2	1	1	7	3	275000	.	2218	3	2	1	6	3	1	52	70400	.	.	.	.	.	.	.	.
27	5	3	0	0	0	0	1	1	1	0	0	0	0	0	0	3	3	72974	3000	3000	0	78974	1	5	1	2	9	4	230000	.	326	5	1	1	5	11	1	52	26000	2	2	1	5	7	1	52	33000
27	6	8	0	3	1	0	0	3	1	0	0	0	0	0	0	4	4	74720	1100	9531	0	85351	5	7	1	1	10	5	451000	.	2218	3	1	3	3	6	1	52	33712	.	.	.	.	.	.	.	.
27	7	3	0	1	0	0	0	1	1	0	0	0	0	0	0	2	2	75790	0	20200	0	95990	1	1	1	1	6	3	175000	.	1042	3	2	1	6	3	1	20	35590	1	1	1	5	9	1	52	60400
27	8	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	73718	2015	0	0	75733	5	2	2	.	5	2	.	650	.	3	1	1	7	3	1	52	42052	1	2	1	7	3	1	52	33681
28	1	4	0	1	1	0	0	1	1	0	0	0	0	0	0	4	4	75600	0	800	0	76400	1	5	2	.	7	3	.	818	.	3	1	1	5	9	1	47	70800	1	2	1	2	10	1	20	400
28	2	3	1	0	0	0	0	1	1	0	0	0	0	0	0	2	2	75354	99	400	0	75853	6	6	2	.	5	3	.	904	.	2	2	1	7	7	2	52	24002	1	1	1	6	11	1	3	51851
28	3	3	0	1	0	0	0	1	1	0	0	0	0	0	0	1	2	65000	10000	0	0	75000	1	2	1	2	8	4	250000	.	350	4	1	1	2	2	1	52	70000	1	2	1	2	10	11	0	5000
28	4	5	1	1	0	0	0	2	1	0	0	0	0	0	0	3	3	75000	0	1983	0	76983	1	7	1	2	8	4	250000	.	229	5	1	3	2	14	1	52	40000	.	.	.	.	.	.	.	.
28	5	5	0	0	1	0	0	2	2	0	0	0	0	0	0	4	4	75000	0	15305	0	90305	1	4	2	.	9	4	.	1913	.	2	2	1	2	10	1	40	26260	.	.	.	.	.	.	.	.
28	6	3	0	0	0	0	0	1	1	0	0	0	0	1	0	2	3	65402	9415	11765	440	87022	1	4	1	1	10	4	250000	.	1460	3	1	1	5	8	1	52	52765	1	2	1	5	7	1	25	17113
28	7	5	0	1	1	0	1	1	1	0	0	0	0	0	0	3	4	74521	207	800	0	75528	1	4	1	2	9	4	145000	.	266	4	1	1	2	2	2	52	61871	2	2	1	3	.	13	.	11
28	8	3	0	0	0	0	1	1	1	0	0	0	0	0	0	1	3	72000	2700	0	0	74700	1	5	1	2	10	4	295000	.	266	4	1	1	5	9	1	52	73100	2	2	1	4	.	13	.	1100
29	1	3	0	0	1	0	0	1	1	0	0	0	0	0	0	3	3	75262	-716	400	0	74946	1	4	1	2	9	4	230000	.	268	4	1	1	7	3	1	52	50946	1	2	1	7	3	1	52	22500
29	2	4	0	1	0	1	0	1	1	0	0	0	0	0	0	4	4	74461	0	500	0	74961	1	6	1	1	10	4	260000	.	586	4	2	1	5	7	1	52	30700	1	1	1	1	12	1	52	39722
29	3	2	0	0	0	0	0	1	0	0	0	0	1	0	0	1	2	30000	44330	7536	17149	99015	1	5	1	2	10	4	376000	.	717	3	1	1	5	2	1	48	30000	.	.	.	.	.	.	.	.
29	4	6	1	0	2	0	0	1	2	0	0	0	0	0	0	3	3	73290	1000	12300	0	86590	1	7	1	1	10	5	437000	.	2218	2	1	1	5	9	1	52	41200	1	2	1	4	7	1	52	28290
29	5	6	0	1	0	0	2	1	1	0	0	0	1	0	0	5	5	74100	0	10469	0	84569	1	6	1	1	7	5	290000	.	1396	4	1	3	4	12	1	52	35800	2	2	3	5	1	1	52	31000
29	6	3	0	0	0	1	0	1	1	0	0	0	0	0	0	3	3	74000	0	3300	0	77300	1	4	1	1	7	3	200000	.	2218	4	1	1	6	10	1	52	24000	1	2	1	4	5	1	52	40000
29	7	4	2	0	0	0	0	1	1	0	0	0	0	0	0	2	2	69000	5000	800	0	74800	1	2	1	1	10	3	250000	.	1400	2	1	1	5	2	1	45	40800	4	2	1	7	3	1	12	34000
29	8	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	74000	0	0	0	74000	1	4	1	1	6	4	140000	.	1038	3	1	1	6	8	1	20	50000	.	.	.	.	.	.	.	.
30	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	73086	501	0	0	73587	1	4	1	1	10	3	185000	.	1100	2	1	1	7	2	1	52	47043	1	2	1	3	7	1	52	26544
30	2	4	2	0	0	0	0	1	1	0	0	0	0	0	0	2	2	73576	0	4333	0	77909	1	4	1	1	6	3	250000	.	2218	3	1	1	7	3	1	50	46009	1	2	3	7	3	1	39	31900
30	3	3	0	0	0	1	0	1	1	0	0	0	0	0	0	3	3	73410	0	0	1800	75210	1	5	1	1	7	3	160000	.	1550	2	1	1	5	12	1	52	28000	.	.	.	.	.	.	.	.
30	4	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	70972	1591	6630	0	79193	1	3	2	.	4	1	.	705	.	2	2	1	5	3	1	52	42254	4	1	2	4	9	2	40	36939
30	5	4	0	0	0	2	0	1	1	0	0	0	0	0	0	4	4	72400	0	0	0	72400	1	6	1	1	7	4	260000	.	1300	4	1	3	2	2	1	52	52000	1	2	3	2	2	1	52	16000
30	6	4	0	0	2	0	0	1	1	0	0	0	0	0	0	3	3	68500	3700	800	0	73000	1	5	1	2	6	3	185000	.	291	3	1	3	2	2	1	52	27200	1	2	1	7	4	1	52	44300
30	7	3	0	0	0	1	0	1	1	0	0	0	0	0	0	3	3	72110	0	0	0	72110	2	7	1	1	7	2	200000	.	737	4	1	1	2	8	1	48	56946	1	2	1	2	10	3	44	11839
30	8	4	0	0	0	1	1	0	2	0	0	0	0	0	0	4	4	57100	15000	12718	0	84818	1	4	1	1	6	3	80000	.	786	5	2	1	2	9	1	8	28554	.	.	.	.	.	.	.	.
31	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	71668	425	0	0	72093	5	2	1	1	5	2	132000	.	1008	3	2	1	7	3	1	52	30286	1	1	1	5	2	1	52	41807
31	2	3	1	0	0	0	0	1	1	0	0	0	0	0	0	2	2	72000	0	200	0	72200	4	7	1	1	8	3	120000	.	1184	2	2	1	3	10	1	52	30000	1	1	1	3	9	1	52	42200
31	3	4	0	1	1	0	0	1	1	0	0	0	0	0	0	2	2	72000	0	800	0	72800	1	6	1	1	10	3	230000	.	592	3	1	1	7	3	1	52	60800	1	2	1	5	9	1	52	12000
31	4	4	0	0	2	0	0	1	1	0	0	0	0	0	0	2	2	72000	0	800	0	72800	1	5	1	1	9	4	215000	.	815	4	1	1	3	9	1	52	36800	2	2	3	3	7	1	52	36000
31	5	3	0	0	0	1	0	1	1	0	0	0	0	0	0	3	3	71456	0	400	0	71856	1	5	1	1	8	4	200000	.	491	4	1	1	7	2	1	52	49408	1	2	1	3	7	1	52	10718
31	6	4	0	2	0	0	0	1	1	0	0	0	0	0	0	3	3	57327	14047	800	0	72174	1	5	1	2	8	3	432000	.	307	3	1	3	5	6	1	52	32837	1	2	3	4	10	1	52	34337
31	7	3	0	0	0	1	0	1	1	0	0	0	0	0	0	3	3	71238	0	0	0	71238	1	4	2	.	5	3	.	685	.	4	1	1	1	13	1	52	31523	1	2	1	5	13	1	52	25492
31	8	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	71000	50	0	0	71050	1	4	2	.	5	2	.	812	.	2	2	1	7	7	9	52	33000	1	1	1	5	12	1	52	38050
32	1	3	0	0	1	0	0	1	1	0	0	0	0	0	0	2	2	71000	0	400	0	71400	6	7	2	.	7	3	.	1060	.	3	1	1	6	8	1	52	40400	2	2	1	2	2	1	52	31000
32	2	4	0	0	0	3	0	0	0	0	0	0	0	0	0	4	4	71000	0	0	0	71000	6	7	2	.	7	4	.	1327	.	1	1	1	3	2	1	52	24000	.	.	.	.	.	.	.	.
32	3	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	70920	13796	37046	121762	1	2	1	2	7	2	365000	.	262	8	1	1	7	.	13	.	53088	2	2	1	7	.	13	.	68674
32	4	4	0	1	1	0	0	1	1	0	0	0	0	0	0	2	2	70847	0	800	0	71647	1	7	2	.	6	3	.	945	.	3	1	1	7	3	1	52	31847	2	2	1	7	3	1	52	39800
32	5	4	0	0	0	2	0	1	1	0	0	0	0	0	0	4	4	70768	0	29	600	71397	1	5	1	1	6	3	100000	.	653	4	1	1	5	3	1	52	36600	1	2	1	5	11	2	52	25375
32	6	4	0	2	0	0	0	1	1	0	0	0	0	0	0	4	4	69705	1049	1704	0	72458	1	5	1	1	7	3	250000	.	1077	4	1	1	7	7	1	50	37740	1	2	1	7	7	1	44	25986
32	7	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	68000	2750	0	0	70750	1	7	1	1	6	3	260000	.	1141	2	2	1	7	3	1	52	28350	1	1	1	7	3	1	52	42400
32	8	6	0	1	0	1	2	0	1	1	0	0	0	0	0	4	4	68626	1483	400	0	70509	1	4	1	1	7	4	362000	.	2218	5	1	1	5	3	1	52	56595	2	2	3	5	.	13	.	0
33	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	70000	0	0	0	70000	6	7	1	1	10	3	140000	.	1621	3	1	1	5	13	1	52	33000	2	2	1	7	5	1	52	37000
33	2	4	0	2	0	0	0	1	1	0	0	0	0	0	0	2	2	70000	0	800	0	70800	1	7	1	1	10	4	170000	.	1242	3	1	1	2	9	1	47	35800	1	2	1	2	5	2	50	35000
33	3	4	0	1	0	1	0	1	1	0	0	0	0	0	0	3	3	70000	0	400	0	70400	1	6	1	1	6	4	378000	.	2218	4	1	1	3	3	1	26	20000	2	2	1	3	11	1	49	40400
33	4	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	70000	17400	0	87400	6	7	1	2	5	2	250000	.	353	6	1	3	2	.	13	.	50200	1	2	3	2	.	13	.	37200
33	5	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	70000	4915	0	74915	6	5	1	2	6	2	275000	.	516	6	2	1	5	.	13	.	74915	.	.	.	.	.	.	.	.
33	6	5	0	0	0	0	1	1	1	0	0	0	0	1	1	2	2	70000	0	0	0	70000	1	4	1	2	10	4	280000	.	317	4	1	3	7	11	1	52	34000	1	2	1	7	3	1	.	36000
33	7	5	0	1	1	0	0	1	1	1	0	0	0	0	0	2	2	70000	0	800	0	70800	1	2	1	1	3	1	240000	.	1009	3	1	3	6	2	1	52	35800	2	2	3	1	13	5	10	35000
33	8	4	0	0	0	0	2	1	1	0	0	0	0	0	0	4	4	68447	1392	5290	0	75129	6	5	1	1	6	3	140000	.	1013	4	1	1	7	11	2	47	42000	1	2	1	5	3	2	50	10000
